d_AB	s_AB	dis_1	dis_2
1.55797101449	0.232881408758	digestive system neoplasms	dna repair-deficiency disorders
2.00961538462	0.449260078398	digestive system neoplasms	eye diseases, hereditary
2.09174311927	0.313181291309	digestive system neoplasms	carcinoma, renal cell
1.46086956522	-0.354624080921	digestive system neoplasms	esophageal diseases
2.056	0.220452877925	digestive system neoplasms	malabsorption syndromes
2.40186915888	0.511700188064	digestive system neoplasms	purine-pyrimidine metabolism, inborn errors
1.88076923077	0.265193929758	digestive system neoplasms	neurologic manifestations
1.74893617021	0.181201807045	digestive system neoplasms	bone diseases
1.953125	0.0629560291859	digestive system neoplasms	coronary disease
2.0	0.0630329996292	digestive system neoplasms	coronary artery disease
2.01639344262	0.320805752597	digestive system neoplasms	ataxia
2.47222222222	0.624910394265	digestive system neoplasms	vision disorders
1.84666666667	0.274793435201	digestive system neoplasms	spinal cord diseases
1.81142857143	0.204360645911	digestive system neoplasms	autoimmune diseases of the nervous system
2.09016393443	0.273886589228	digestive system neoplasms	parkinson disease
2.00729927007	0.294078351207	digestive system neoplasms	basal ganglia diseases
2.22314049587	0.725828667911	digestive system neoplasms	anemia, hemolytic
1.90566037736	0.196810087863	digestive system neoplasms	aneurysm
2.16560509554	0.519855767584	digestive system neoplasms	retinitis pigmentosa
1.83209876543	0.328376681065	digestive system neoplasms	brain diseases
1.90076335878	0.363977846611	digestive system neoplasms	precursor cell lymphoblastic leukemia-lymphoma
1.8	0.334739454094	digestive system neoplasms	skin diseases, genetic
1.87155963303	0.155497805071	digestive system neoplasms	respiratory tract neoplasms
1.78666666667	0.355279496244	digestive system neoplasms	metabolic diseases
1.95620437956	0.288438006151	digestive system neoplasms	dyskinesias
1.86842105263	0.192537796103	digestive system neoplasms	lymphoma, non-hodgkin
1.95424836601	0.306936538056	digestive system neoplasms	mental retardation, x-linked
2.24409448819	0.93795913082	digestive system neoplasms	blood coagulation disorders, inherited
1.91472868217	0.0285279653247	digestive system neoplasms	arteriosclerosis
1.85714285714	0.306800726156	digestive system neoplasms	proteostasis deficiencies
1.98275862069	0.474577227515	digestive system neoplasms	disorders of sex development
1.83703703704	0.375439494794	digestive system neoplasms	pigmentation disorders
1.99516908213	0.234699359432	digestive system neoplasms	signs and symptoms
2.00884955752	0.286537729565	digestive system neoplasms	amyotrophic lateral sclerosis
2.33027522936	0.332963401401	digestive system neoplasms	goiter
2.10714285714	0.438778397607	digestive system neoplasms	hemostatic disorders
1.48275862069	-0.329770598572	digestive system neoplasms	pancreatic diseases
1.82882882883	0.220405889761	digestive system neoplasms	myeloproliferative disorders
1.72519083969	0.188405327527	digestive system neoplasms	breast neoplasms
2.21052631579	0.677500202118	digestive system neoplasms	cardiomyopathy, hypertrophic
2.35766423358	0.871716041983	digestive system neoplasms	lysosomal storage diseases
2.16949152542	0.342179697467	digestive system neoplasms	dwarfism
1.92617449664	0.47350552583	digestive system neoplasms	anemia
2.37735849057	0.822354354917	digestive system neoplasms	leprosy
1.88	0.268202190735	digestive system neoplasms	genetic diseases, x-linked
2.2380952381	0.157450076805	digestive system neoplasms	spondylitis, ankylosing
2.15740740741	0.31009557945	digestive system neoplasms	nevi and melanomas
1.69170984456	0.19524547423	digestive system neoplasms	musculoskeletal diseases
2.3679245283	0.389843469576	digestive system neoplasms	carotid artery diseases
1.35483870968	-0.0824372759857	digestive system neoplasms	neoplasms by histologic type
1.78395061728	0.109102557443	digestive system neoplasms	demyelinating autoimmune diseases, cns
2.24107142857	0.362180653246	digestive system neoplasms	spastic paraplegia, hereditary
1.90217391304	0.248268678493	digestive system neoplasms	neurobehavioral manifestations
2.2380952381	0.157450076805	digestive system neoplasms	ankylosis
2.18032786885	0.415774661585	digestive system neoplasms	arrhythmias, cardiac
2.10483870968	0.35752688172	digestive system neoplasms	cranial nerve diseases
1.71074380165	0.302717687982	digestive system neoplasms	neoplasms, connective tissue
1.58072916667	0.0447575448952	digestive system neoplasms	endocrine system diseases
2.44761904762	0.616973886329	digestive system neoplasms	obesity
2.07109004739	0.442422287233	digestive system neoplasms	retinal diseases
2.44761904762	0.616973886329	digestive system neoplasms	body weight
1.71428571429	0.166973886329	digestive system neoplasms	breast diseases
1.87769784173	0.13038601377	digestive system neoplasms	cerebrovascular disorders
2.11403508772	0.390532783572	digestive system neoplasms	keratosis
1.99319727891	0.338478043547	digestive system neoplasms	skin diseases, papulosquamous
2.00917431193	0.48061248397	digestive system neoplasms	adrenal gland diseases
1.82129277567	0.247510359473	digestive system neoplasms	urologic diseases
1.76694915254	0.350771889229	digestive system neoplasms	congenital abnormalities
1.51886792453	-0.0939901219161	digestive system neoplasms	urogenital neoplasms
2.14545454545	0.251083893968	digestive system neoplasms	death, sudden
2.0737704918	0.223010387984	digestive system neoplasms	thyroid diseases
2.008	0.338813172043	digestive system neoplasms	cerebellar diseases
2.00884955752	0.536537729565	digestive system neoplasms	actinomycetales infections
2.44761904762	0.616973886329	digestive system neoplasms	overweight
1.77742946708	0.269055692225	digestive system neoplasms	neurodegenerative diseases
1.7950310559	0.113895698532	digestive system neoplasms	multiple sclerosis
1.99310344828	0.466945466473	digestive system neoplasms	mitochondrial diseases
1.744	0.222802821725	digestive system neoplasms	connective tissue diseases
1.90298507463	0.0337220271577	digestive system neoplasms	myocardial ischemia
2.40909090909	0.573543787016	digestive system neoplasms	metal metabolism, inborn errors
1.76497695853	0.271697388633	digestive system neoplasms	abnormalities, multiple
1.84615384615	0.248842018197	digestive system neoplasms	heart defects, congenital
1.92753623188	0.41355773726	digestive system neoplasms	immunologic deficiency syndromes
1.640625	0.150888929619	digestive system neoplasms	lymphoproliferative disorders
2.1592920354	0.636980207441	digestive system neoplasms	hypopigmentation
2.08762886598	0.597742780597	digestive system neoplasms	brain diseases, metabolic
1.75403225806	0.275951199338	digestive system neoplasms	immune system diseases
1.80545454545	0.444168485585	digestive system neoplasms	congenital, hereditary, and neonatal diseases and abnormalities
2.37606837607	0.587089881445	digestive system neoplasms	epilepsy
2.15151515152	0.827280246635	digestive system neoplasms	blood coagulation disorders
1.90243902439	0.148084942912	digestive system neoplasms	diabetes mellitus, type 2
1.19371727749	-0.236927883803	digestive system neoplasms	neoplasms
0.896253602305	-0.614837753211	digestive system neoplasms	neoplasms by site
2.16981132075	0.23019180049	digestive system neoplasms	heart arrest
2.00724637681	0.31549010441	digestive system neoplasms	infant, newborn, diseases
2.00884955752	0.536537729565	digestive system neoplasms	mycobacterium infections
2.1376146789	0.421552850942	digestive system neoplasms	spondylarthropathies
2.31132075472	0.179393542145	digestive system neoplasms	stomatognathic system abnormalities
1.75229357798	0.0362317500247	digestive system neoplasms	glioma
1.62345679012	-0.0296521392828	digestive system neoplasms	lung diseases
2.37962962963	0.198984468339	digestive system neoplasms	urination disorders
2.28947368421	0.542161856254	digestive system neoplasms	nutrition disorders
1.83233532934	0.166104582465	digestive system neoplasms	arthritis
1.80291970803	0.0783351527995	digestive system neoplasms	hypersensitivity
1.38095238095	-0.260298840944	digestive system neoplasms	head and neck neoplasms
1.58904109589	0.0115405886881	digestive system neoplasms	leukemia, myeloid
2.00709219858	0.499363703958	digestive system neoplasms	lipid metabolism disorders
2.26605504587	0.393743217915	digestive system neoplasms	uveal diseases
2.09183673469	0.480447236834	digestive system neoplasms	retinal degeneration
2.06481481481	0.184169653524	digestive system neoplasms	pathological conditions, anatomical
2.30476190476	0.474116743472	digestive system neoplasms	uveitis
1.82771535581	0.163736861182	digestive system neoplasms	glucose metabolism disorders
1.92452830189	0.359034655748	digestive system neoplasms	peripheral nervous system diseases
2.1376146789	0.421552850942	digestive system neoplasms	spondylitis
2.04672897196	0.227988572577	digestive system neoplasms	virus diseases
1.96296296296	0.115651135006	digestive system neoplasms	leukemia, b-cell
1.86538461538	0.213310882666	digestive system neoplasms	pathologic processes
2.01818181818	0.300281754931	digestive system neoplasms	hair diseases
1.99319727891	0.338478043547	digestive system neoplasms	psoriasis
1.47916666667	-0.150498102467	digestive system neoplasms	neoplasms, germ cell and embryonal
1.79605263158	0.0572153798931	digestive system neoplasms	prostatic neoplasms
0.967479674797	-0.57983215316	digestive system neoplasms	rectal diseases
1.9	0.411947431302	digestive system neoplasms	bacterial infections and mycoses
1.94488188976	0.523958950696	digestive system neoplasms	metabolism, inborn errors
1.21830985915	-0.386144825945	digestive system neoplasms	endocrine gland neoplasms
1.5811965812	0.000551419906259	digestive system neoplasms	genital neoplasms, female
2.00869565217	0.23865655149	digestive system neoplasms	liver cirrhosis, biliary
1.66666666667	0.065188172043	digestive system neoplasms	ovarian diseases
0.738805970149	-0.752408296832	digestive system neoplasms	colorectal neoplasms
2.056	0.220452877925	digestive system neoplasms	celiac disease
1.89864864865	0.160427729783	digestive system neoplasms	colitis
1.86666666667	0.136898698359	digestive system neoplasms	rheumatic diseases
2.52830188679	0.550220828066	digestive system neoplasms	metabolic syndrome x
1.81881533101	0.295730307177	digestive system neoplasms	heredodegenerative disorders, nervous system
2.25225225225	0.282718202073	digestive system neoplasms	glomerulonephritis
1.63432835821	0.179699457081	digestive system neoplasms	neoplasms, connective and soft tissue
2.23423423423	0.514700184055	digestive system neoplasms	dyssomnias
2.00943396226	0.33904521123	digestive system neoplasms	hypotrichosis
1.66176470588	0.153191616664	digestive system neoplasms	lymphatic diseases
2.41904761905	0.296735791091	digestive system neoplasms	gout
1.80547945205	0.256697035863	digestive system neoplasms	male urogenital diseases
2.0873015873	0.539989759345	digestive system neoplasms	muscular dystrophies
2.19090909091	0.355361968834	digestive system neoplasms	ectodermal dysplasia
1.79113924051	0.418973270192	digestive system neoplasms	genetic diseases, inborn
2.46296296296	0.682317801673	digestive system neoplasms	sensation disorders
1.94099378882	0.3770880744	digestive system neoplasms	eye diseases
1.51079136691	-0.116955243659	digestive system neoplasms	neuroectodermal tumors
1.95454545455	0.181592600947	digestive system neoplasms	biliary tract diseases
1.80662983425	0.167272551752	digestive system neoplasms	demyelinating diseases
2.69026548673	1.09295365877	digestive system neoplasms	congenital disorders of glycosylation
2.16455696203	0.509552826376	digestive system neoplasms	retinal dystrophies
1.82464454976	0.149366620111	digestive system neoplasms	inflammatory bowel diseases
2.08403361345	0.529029477796	digestive system neoplasms	charcot-marie-tooth disease
2.01639344262	0.320805752597	digestive system neoplasms	cerebellar ataxia
1.87155963303	0.155497805071	digestive system neoplasms	lung neoplasms
1.79069767442	0.356618677282	digestive system neoplasms	nutritional and metabolic diseases
1.8253968254	0.326532202409	digestive system neoplasms	neuromuscular diseases
2.17796610169	0.810654273738	digestive system neoplasms	blood platelet disorders
1.94017094017	0.401192445547	digestive system neoplasms	bacterial infections
1.79605263158	0.0572153798931	digestive system neoplasms	prostatic diseases
1.84210526316	0.165306255714	digestive system neoplasms	joint diseases
1.92993630573	0.377936977775	digestive system neoplasms	skin abnormalities
2.0873015873	0.430898850254	digestive system neoplasms	renal tubular transport, inborn errors
1.67889908257	0.147399220424	digestive system neoplasms	female urogenital diseases and pregnancy complications
1.48936170213	-0.132950125829	digestive system neoplasms	neoplasms, nerve tissue
1.6576819407	0.199938458068	digestive system neoplasms	skin diseases
2.07317073171	0.57585890375	digestive system neoplasms	muscular disorders, atrophic
1.89344262295	0.197854932925	digestive system neoplasms	motor neuron disease
1.57792207792	0.117495495867	digestive system neoplasms	musculoskeletal abnormalities
1.91666666667	0.23798228969	digestive system neoplasms	movement disorders
1.82242990654	0.145366012469	digestive system neoplasms	gastroenteritis
2.29661016949	0.729298341535	digestive system neoplasms	lipidoses
2.44339622642	0.465315167689	digestive system neoplasms	graves disease
2.30555555556	0.291577060932	digestive system neoplasms	ocular motility disorders
1.97385620915	0.41821104786	digestive system neoplasms	polyneuropathies
1.60661764706	0.0241102883756	digestive system neoplasms	vascular diseases
2.03149606299	0.401831293859	digestive system neoplasms	tauopathies
1.81203007519	0.014718247231	digestive system neoplasms	bronchial diseases
1.59848484848	0.184506353861	digestive system neoplasms	craniofacial abnormalities
1.36054421769	-0.247878721381	digestive system neoplasms	carcinoma
1.67084639498	0.1425611157	digestive system neoplasms	female urogenital diseases
2.09482758621	0.173602714772	digestive system neoplasms	mouth diseases
1.99193548387	0.454301075269	digestive system neoplasms	cardiomegaly
1.80291970803	0.0783351527995	digestive system neoplasms	hypersensitivity, immediate
2.00826446281	0.493095491996	digestive system neoplasms	cardiomyopathy, dilated
2.44761904762	0.616973886329	digestive system neoplasms	overnutrition
1.96460176991	0.367289941955	digestive system neoplasms	dysostoses
1.57480314961	-0.0107439724683	digestive system neoplasms	genital diseases, female
1.65909090909	0.00214052691705	digestive system neoplasms	respiratory tract diseases
2.35714285714	0.776497695853	digestive system neoplasms	lysosomal storage diseases, nervous system
1.85106382979	0.35375200183	digestive system neoplasms	cardiomyopathies
2.11304347826	0.456640741213	digestive system neoplasms	spinal diseases
2.0737704918	0.343700043157	digestive system neoplasms	spinocerebellar degenerations
2.02479338843	0.42033870333	digestive system neoplasms	alzheimer disease
1.83233532934	0.186374852736	digestive system neoplasms	lupus erythematosus, systemic
1.97959183673	0.537835564333	digestive system neoplasms	hemorrhagic disorders
2.04	0.214563172043	digestive system neoplasms	otorhinolaryngologic diseases
1.88826815642	0.251421444747	digestive system neoplasms	intellectual disability
2.03603603604	0.288724208079	digestive system neoplasms	limb deformities, congenital
1.89864864865	0.160427729783	digestive system neoplasms	colitis, ulcerative
2.39622641509	0.0719915102143	digestive system neoplasms	albuminuria
1.9756097561	0.194964594807	digestive system neoplasms	bile duct diseases
1.81102362205	0.156879495954	digestive system neoplasms	diabetes mellitus
1.61589403974	0.118582211778	digestive system neoplasms	bone marrow diseases
2.23423423423	0.514700184055	digestive system neoplasms	sleep disorders
1.89637305699	0.344061229038	digestive system neoplasms	nervous system malformations
2.08108108108	0.278213697569	digestive system neoplasms	kidney neoplasms
1.94827586207	0.353137947155	digestive system neoplasms	tdp-43 proteinopathies
1.66071428571	0.250300853479	digestive system neoplasms	hematologic diseases
1.68518518519	0.0712066905615	digestive system neoplasms	ovarian neoplasms
2.22485207101	0.694645506207	digestive system neoplasms	carbohydrate metabolism, inborn errors
1.20994475138	-0.338503440212	digestive system neoplasms	neoplasms, glandular and epithelial
2.1592920354	0.111980207441	digestive system neoplasms	varicose veins
0.282208588957	-1.18653181043	digestive system neoplasms	gastrointestinal neoplasms
2.2	0.0360215053763	digestive system neoplasms	myocardial infarction
2.07142857143	0.297800953998	digestive system neoplasms	malformations of cortical development
2.33043478261	0.51494113647	digestive system neoplasms	hypothalamic diseases
2.30476190476	0.474116743472	digestive system neoplasms	uveitis, anterior
1.8	0.052688172043	digestive system neoplasms	respiratory hypersensitivity
1.92481203008	0.327500202118	digestive system neoplasms	dementia
1.64705882353	0.144427846636	digestive system neoplasms	immunoproliferative disorders
1.796875	0.049563172043	digestive system neoplasms	asthma
1.8661971831	0.241922004356	digestive system neoplasms	pathological conditions, signs and symptoms
2.1376146789	0.421552850942	digestive system neoplasms	spondylarthritis
1.9022556391	0.242443811141	digestive system neoplasms	arthritis, rheumatoid
1.55769230769	0.0582065666918	digestive system neoplasms	leukemia
2.21008403361	0.270464513349	digestive system neoplasms	bone diseases, metabolic
1.92258064516	0.401831317204	digestive system neoplasms	muscular diseases
1.84482758621	0.184472279989	digestive system neoplasms	neuroendocrine tumors
1.6460807601	0.141146980919	digestive system neoplasms	cardiovascular diseases
2.25663716814	0.659325340185	digestive system neoplasms	cardiomyopathy, hypertrophic, familial
2.44339622642	0.465315167689	digestive system neoplasms	orbital diseases
2.01666666667	0.306391875747	digestive system neoplasms	spinocerebellar ataxias
2.17272727273	0.660709562417	digestive system neoplasms	blood protein disorders
1.84269662921	0.124796565962	digestive system neoplasms	genital diseases, male
1.4	-0.00356182795699	digestive system neoplasms	neoplastic syndromes, hereditary
2.20588235294	0.412058897077	digestive system neoplasms	macular degeneration
2.24074074074	0.426762246117	digestive system neoplasms	vasculitis
2.14545454545	0.251083893968	digestive system neoplasms	death
2.0	0.137303556658	digestive system neoplasms	leukemia, lymphocytic, chronic, b-cell
1.87704918033	0.198702869612	digestive system neoplasms	urologic neoplasms
1.08591885442	-0.412917363786	digestive system neoplasms	digestive system diseases
1.86503067485	0.110575989747	digestive system neoplasms	crohn disease
2.31355932203	0.306247494077	digestive system neoplasms	insulin resistance
1.98290598291	0.485594154949	digestive system neoplasms	sarcoma
1.81670822943	0.38233592327	digestive system neoplasms	nervous system diseases
1.99166666667	0.225836320191	digestive system neoplasms	cholestasis, intrahepatic
2.39622641509	0.0719915102143	digestive system neoplasms	proteinuria
2.0564516129	0.567204301075	digestive system neoplasms	urogenital abnormalities
1.80090497738	0.320068794118	digestive system neoplasms	central nervous system diseases
1.87387387387	0.182117601472	digestive system neoplasms	thoracic neoplasms
1.81194029851	0.260909462286	digestive system neoplasms	autoimmune diseases
1.78666666667	0.23233729485	digestive system neoplasms	cardiovascular abnormalities
1.41463414634	-0.232677681616	digestive system neoplasms	adenocarcinoma
2.51886792453	0.348479173494	digestive system neoplasms	osteoporosis
2.31355932203	0.306247494077	digestive system neoplasms	hyperinsulinism
1.76595744681	0.208119303062	digestive system neoplasms	bone diseases, developmental
2.00775193798	0.0937734433608	digestive system neoplasms	stomatognathic diseases
1.64021164021	0.233250689448	digestive system neoplasms	hemic and lymphatic diseases
1.97202797203	0.324716144071	digestive system neoplasms	osteochondrodysplasias
1.29020979021	-0.287871268516	digestive system neoplasms	intestinal diseases
2.31578947368	0.213937621832	parkinsonian disorders	cholestasis
2.07446808511	0.170822251773	parkinsonian disorders	leukemia, lymphoid
2.09259259259	0.155092592593	parkinsonian disorders	adnexal diseases
2.16216216216	0.294737919738	parkinsonian disorders	lipid metabolism, inborn errors
2.59523809524	0.428571428571	parkinsonian disorders	behcet syndrome
2.11111111111	0.194444444444	parkinsonian disorders	leukemia, myeloid, acute
2.55555555556	0.534722222222	parkinsonian disorders	collagen diseases
2.36	0.405238095238	parkinsonian disorders	liver diseases
2.67441860465	0.360316040549	parkinsonian disorders	hyperthyroidism
2.69387755102	1.05791263874	parkinsonian disorders	peroxisomal disorders
2.26966292135	0.347346537168	parkinsonian disorders	gonadal disorders
2.13076923077	0.222435897436	parkinsonian disorders	colonic diseases
2.25925925926	0.293572984749	parkinsonian disorders	hereditary sensory and motor neuropathy
2.14414414414	0.116366366366	parkinsonian disorders	diabetes mellitus, type 1
2.2	0.376666666667	parkinsonian disorders	brain diseases, metabolic, inborn
2.48936170213	0.317793074677	parkinsonian disorders	skin diseases, vascular
2.28329297821	0.501526224509	parkinsonian disorders	skin and connective tissue diseases
2.26865671642	0.185323383085	parkinsonian disorders	lung diseases, obstructive
2.27906976744	0.00342874180083	parkinsonian disorders	death, sudden, cardiac
2.0	0.0253623188406	parkinsonian disorders	neoplasms, neuroepithelial
2.29166666667	0.113095238095	parkinsonian disorders	arterial occlusive diseases
2.18461538462	0.31033377542	parkinsonian disorders	gastrointestinal diseases
2.36	0.701666666667	parkinsonian disorders	anemia, aplastic
2.1186440678	0.224965906877	parkinsonian disorders	chromosome disorders
2.34615384615	0.194638694639	parkinsonian disorders	nephritis
2.2962962963	0.605119825708	parkinsonian disorders	amino acid metabolism, inborn errors
2.05660377358	-0.00499042931364	parkinsonian disorders	lymphoma
2.32075471698	0.172203992343	parkinsonian disorders	liver cirrhosis
2.28901734104	0.377012679036	parkinsonian disorders	kidney diseases
2.22448979592	0.315855257766	parkinsonian disorders	heart diseases
2.67441860465	0.360316040549	parkinsonian disorders	exophthalmos
2.15463917526	0.0787685284916	parkinsonian disorders	genital neoplasms, male
2.07042253521	0.243186762854	parkinsonian disorders	intestinal neoplasms
2.44186046512	-0.21839594514	parkinsonian disorders	urological manifestations
2.59523809524	0.428571428571	parkinsonian disorders	panuveitis
2.16	0.351666666667	parkinsonian disorders	gram-positive bacterial infections
2.21333333333	0.552222222222	parkinsonian disorders	dna repair-deficiency disorders
2.32413793103	0.42776111944	parkinsonian disorders	eye diseases, hereditary
2.32608695652	0.211503623188	parkinsonian disorders	carcinoma, renal cell
2.13461538462	-0.0168997668998	parkinsonian disorders	esophageal diseases
2.1935483871	0.0219797596458	parkinsonian disorders	malabsorption syndromes
2.5	0.27380952381	parkinsonian disorders	purine-pyrimidine metabolism, inborn errors
2.19796954315	0.24637273676	parkinsonian disorders	neurologic manifestations
2.29069767442	0.386941805874	parkinsonian disorders	bone diseases
2.38461538462	0.158424908425	parkinsonian disorders	coronary disease
2.37288135593	0.0998928501851	parkinsonian disorders	coronary artery disease
2.30508474576	0.27347555036	parkinsonian disorders	ataxia
2.55555555556	0.372222222222	parkinsonian disorders	vision disorders
2.11494252874	0.207047791894	parkinsonian disorders	spinal cord diseases
2.14285714286	0.199767711963	parkinsonian disorders	autoimmune diseases of the nervous system
0.0508474576271	-2.10145139295	parkinsonian disorders	parkinson disease
0.405405405405	-1.64383701884	parkinsonian disorders	basal ganglia diseases
2.31034482759	0.477011494253	parkinsonian disorders	anemia, hemolytic
2.23255813953	0.187686344663	parkinsonian disorders	aneurysm
2.45744680851	0.475675975177	parkinsonian disorders	retinitis pigmentosa
1.86842105263	0.028677462888	parkinsonian disorders	brain diseases
2.20588235294	0.333075335397	parkinsonian disorders	precursor cell lymphoblastic leukemia-lymphoma
2.31972789116	0.518445839874	parkinsonian disorders	skin diseases, genetic
2.26086956522	0.208786231884	parkinsonian disorders	respiratory tract neoplasms
2.25490196078	0.487493284985	parkinsonian disorders	metabolic diseases
2.16216216216	0.158374283374	parkinsonian disorders	dyskinesias
2.13725490196	0.125350140056	parkinsonian disorders	lymphoma, non-hodgkin
2.15555555556	0.172222222222	parkinsonian disorders	mental retardation, x-linked
2.453125	0.810968137255	parkinsonian disorders	blood coagulation disorders, inherited
2.33333333333	0.111111111111	parkinsonian disorders	arteriosclerosis
1.90476190476	0.0183982683983	parkinsonian disorders	proteostasis deficiencies
2.24528301887	0.401080120317	parkinsonian disorders	disorders of sex development
2.15277777778	0.355158730159	parkinsonian disorders	pigmentation disorders
2.22916666667	0.132675438596	parkinsonian disorders	signs and symptoms
2.16	0.101666666667	parkinsonian disorders	amyotrophic lateral sclerosis
2.58695652174	0.253623188406	parkinsonian disorders	goiter
2.38775510204	0.383369137129	parkinsonian disorders	hemostatic disorders
2.24528301887	0.0967322942302	parkinsonian disorders	pancreatic diseases
2.1875	0.243055555556	parkinsonian disorders	myeloproliferative disorders
2.19117647059	0.318369453044	parkinsonian disorders	breast neoplasms
2.3137254902	0.444677871148	parkinsonian disorders	cardiomyopathy, hypertrophic
2.24324324324	0.421273546274	parkinsonian disorders	lysosomal storage diseases
2.4	0.236666666667	parkinsonian disorders	dwarfism
2.3023255814	0.513635105205	parkinsonian disorders	anemia
2.20930232558	0.318276684556	parkinsonian disorders	leprosy
2.16788321168	0.220063897037	parkinsonian disorders	genetic diseases, x-linked
2.45238095238	0.0357142857143	parkinsonian disorders	spondylitis, ankylosing
2.17777777778	-0.00555555555556	parkinsonian disorders	nevi and melanomas
2.29102167183	0.45853579612	parkinsonian disorders	musculoskeletal diseases
2.37209302326	0.0579904591533	parkinsonian disorders	carotid artery diseases
2.05825242718	0.284954936145	parkinsonian disorders	neoplasms by histologic type
2.08080808081	0.0699385155907	parkinsonian disorders	demyelinating autoimmune diseases, cns
2.40816326531	0.193250984604	parkinsonian disorders	spastic paraplegia, hereditary
2.19008264463	0.200155904701	parkinsonian disorders	neurobehavioral manifestations
2.45238095238	0.0357142857143	parkinsonian disorders	ankylosis
2.42372881356	0.323154100916	parkinsonian disorders	arrhythmias, cardiac
2.14754098361	0.0642076502732	parkinsonian disorders	cranial nerve diseases
2.18965517241	0.445607553366	parkinsonian disorders	neoplasms, connective tissue
2.246105919	0.374112791855	parkinsonian disorders	endocrine system diseases
2.57142857143	0.404761904762	parkinsonian disorders	obesity
2.44594594595	0.481256680409	parkinsonian disorders	retinal diseases
2.57142857143	0.404761904762	parkinsonian disorders	body weight
2.18571428571	0.302380952381	parkinsonian disorders	breast diseases
2.13157894737	0.0482456140351	parkinsonian disorders	cerebrovascular disorders
2.37254901961	0.313025210084	parkinsonian disorders	keratosis
2.28571428571	0.294973544974	parkinsonian disorders	skin diseases, papulosquamous
2.28260869565	0.418025362319	parkinsonian disorders	adrenal gland diseases
2.27	0.360196078431	parkinsonian disorders	urologic diseases
2.29095354523	0.538754776543	parkinsonian disorders	congenital abnormalities
2.13422818792	0.185348636099	parkinsonian disorders	urogenital neoplasms
2.27659574468	0.0462035878181	parkinsonian disorders	death, sudden
2.40677966102	0.219998051822	parkinsonian disorders	thyroid diseases
2.32258064516	0.317372311828	parkinsonian disorders	cerebellar diseases
2.16	0.351666666667	parkinsonian disorders	actinomycetales infections
2.57142857143	0.404761904762	parkinsonian disorders	overweight
1.70703125	-0.137364030236	parkinsonian disorders	neurodegenerative diseases
2.09183673469	0.0746798719488	parkinsonian disorders	multiple sclerosis
2.18292682927	0.320747342089	parkinsonian disorders	mitochondrial diseases
2.26737967914	0.410160995493	parkinsonian disorders	connective tissue diseases
2.3661971831	0.160912630253	parkinsonian disorders	myocardial ischemia
2.63829787234	0.466729244889	parkinsonian disorders	metal metabolism, inborn errors
2.21428571429	0.384984639017	parkinsonian disorders	abnormalities, multiple
2.225	0.291666666667	parkinsonian disorders	heart defects, congenital
